"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Col1a1",-0.353839979787682,4.46184029013813e-17,"COL1A1",-1.16644022107065,2.37264383302555e-67,"Down","Down","Concordant"
"Ogn",-0.369655000364511,9.11128672756145e-17,"OGN",-0.758361150274417,3.06053909211135e-06,"Down","Down","Concordant"
"Gas2l3",-0.288206211346012,1.64025534048308e-15,"GAS2L3",-0.553256999453118,0.0151511480104318,"Down","Down","Concordant"
"Rtkn",-0.264286263854383,9.83722347776878e-15,"RTKN",-0.759074977133738,0.000333166358698641,"Down","Down","Concordant"
"Col5a3",-0.227618087339965,4.72661859649282e-13,"COL5A3",-0.537714507117596,3.04158998458971e-05,"Down","Down","Concordant"
"Rhobtb3",-0.256137143228437,1.44880144816968e-12,"RHOBTB3",-0.724138435792583,0.00165621606526567,"Down","Down","Concordant"
"S100b",-0.28622124684304,4.31659024600199e-11,"S100B",-1.17486642236247,6.51557620758894e-229,"Down","Down","Concordant"
"Sparc",-0.26324968856995,6.09131690173331e-11,"SPARC",-0.74235848073811,1.37184003580368e-160,"Down","Down","Concordant"
"Sdc3",-0.314827143170531,1.55261977965906e-10,"SDC3",-1.11597118728868,7.87048027946162e-23,"Down","Down","Concordant"
"Mpz",-0.270456834664951,4.91132892750431e-10,"MPZ",-0.884917878908733,1.25053568141596e-97,"Down","Down","Concordant"
"Vwa1",-0.258602347494321,5.74562728412138e-10,"VWA1",-0.428903634526047,5.92811829244541e-14,"Down","Down","Concordant"
"Megf9",-0.239404287492019,8.78613661043456e-10,"MEGF9",-0.607120665410814,1.0273138748287e-06,"Down","Down","Concordant"
"Vim",-0.220528940852886,2.10069537508503e-08,"VIM",-0.196078656164987,1.08598095396774e-19,"Down","Down","Concordant"
"Aspa",-0.226994325111654,3.3303978079118e-08,"ASPA",-0.631192343753793,0.0019394896043679,"Down","Down","Concordant"
"Gnptab",-0.182591661624225,2.44770320169374e-07,"GNPTAB",-0.834353815136831,0.00147089346178459,"Down","Down","Concordant"
"Prnp",-0.229004624942043,2.45705370499668e-07,"PRNP",-0.294385360434167,0.0104156275004854,"Down","Down","Concordant"
"Elovl7",-0.247812771468342,1.15756310014872e-06,"ELOVL7",-1.51746943535878,0.031472729374551,"Down","Down","Concordant"
"Psap",-0.157082940838911,1.3310358303052e-06,"PSAP",-0.477285100980786,6.16371652592619e-47,"Down","Down","Concordant"
"Cryab",-0.190097737548393,2.21126666739567e-06,"CRYAB",-0.46740675499158,1.56353384178659e-21,"Down","Down","Concordant"
"Rap1gds1",-0.165067052585922,6.7458224262482e-06,"RAP1GDS1",-0.637178638819524,0.00221972171168505,"Down","Down","Concordant"
"Pmp22",-0.166648551351319,4.51440264801836e-05,"PMP22",-0.579019896005548,2.70875008517136e-63,"Down","Down","Concordant"
"Slc22a17",-0.139759712581806,6.44688928751795e-05,"SLC22A17",-0.37711557368047,0.00214895466958057,"Down","Down","Concordant"
"Sptbn1",-0.139150193704405,0.000120292301038816,"SPTBN1",-0.428965046738478,1.86793757641035e-16,"Down","Down","Concordant"
"Paqr6",-0.130537173723003,0.000277133357685961,"PAQR6",-0.781779997879847,8.26330642023553e-06,"Down","Down","Concordant"
"Ptpre",-0.0999021847823989,0.000278678858163613,"PTPRE",-0.87314838492565,0.0307177268508777,"Down","Down","Concordant"
"Itpk1",-0.0880771233497444,0.000600908538879357,"ITPK1",-0.654933033413303,2.50331286562321e-12,"Down","Down","Concordant"
"Itga6",-0.104325025358906,0.00061569664888578,"ITGA6",-0.294607768599142,3.92976196997945e-06,"Down","Down","Concordant"
"Spp1",-0.206037168011197,0.000753995730102298,"SPP1",-0.989090463003995,2.2401037186967e-17,"Down","Down","Concordant"
"Gpr37l1",-0.151329281892943,0.000824782235441319,"GPR37L1",-0.659323954221469,3.87975475736906e-05,"Down","Down","Concordant"
"Abca2",-0.131676579927534,0.00103035827562454,"ABCA2",-0.467547061904769,1.60061558290349e-05,"Down","Down","Concordant"
"Dag1",-0.162411154871982,0.00335822379888032,"DAG1",-0.355510375777363,0.0143532295132145,"Down","Down","Concordant"
"Col5a1",-0.117961158299713,0.00344135702758933,"COL5A1",-0.525377966877682,0.00012532257529028,"Down","Down","Concordant"
"Gng2",-0.0801935563300826,0.0101595931708975,"GNG2",-0.52614409313482,4.64699503472119e-08,"Down","Down","Concordant"
"Tjp1",0.444239264045048,0.0101652205578833,"TJP1",0.687944650802154,0.000264561860945095,"Up","Up","Concordant"
"Gpm6b",-0.116190617084044,0.0113916755776904,"GPM6B",-0.299748453746233,3.88133464838745e-06,"Down","Down","Concordant"
"Scrn1",-0.11827993035799,0.0227297136901488,"SCRN1",-0.613757750417772,0.00175432429020152,"Down","Down","Concordant"
"Anxa3",-0.159822231703597,0.0290869089843829,"ANXA3",-0.853849990762629,0.000404858752269588,"Down","Down","Concordant"
"Mal",-0.0636665048483436,0.0298846215508418,"MAL",-0.639335732859642,1.5640247384449e-20,"Down","Down","Concordant"
"Igfbp5",-0.193406101757418,0.0379867269472973,"IGFBP5",-0.297475999867082,2.64557537325135e-07,"Down","Down","Concordant"
"Rap1gap",-0.00957442781225959,0.0441046386845103,"RAP1GAP",-1.5733321567949,2.47956796530849e-12,"Down","Down","Concordant"
"Afap1l2",-0.115967793132234,0.0446689692762223,"AFAP1L2",-0.518079970721635,0.0294892959194813,"Down","Down","Concordant"
