"Mouse_Symbol","Mouse_log2FC","Mouse_padj","Human_Symbol","Human_log2FC","Human_padj","Mouse_direction","Human_direction","concordance"
"Sptbn5",-0.446015961952329,4.05775281064031e-10,"SPTBN5",2.38514777172604,1.09154521488196e-06,"Down","Up","Discordant"
"Anxa3",-0.446739385058392,3.06453174201414e-07,"ANXA3",1.50257605396623,3.2527132515507e-05,"Down","Up","Discordant"
"Col1a2",-0.290134078687153,9.19971447251043e-06,"COL1A2",-0.884662679434246,0.000673077956595261,"Down","Down","Concordant"
"Col7a1",-0.294276468691655,0.000324060393292147,"COL7A1",-0.945852492615949,0.00801839968089527,"Down","Down","Concordant"
"Zdhhc2",-0.359961334618346,0.000370726281421503,"ZDHHC2",0.521462311778181,0.00535577649058462,"Down","Up","Discordant"
"Vstm4",-0.298416490532581,0.000476211062536163,"VSTM4",-0.786205197234893,0.00256629411903055,"Down","Down","Concordant"
"Nav1",-0.393878446562607,0.000716192483975195,"NAV1",-0.527597117377038,0.00713652459332991,"Down","Down","Concordant"
"Rbm39",-0.242901491022158,0.000816660544086426,"RBM39",0.439680700377448,0.0153038282216801,"Down","Up","Discordant"
"Art3",0.333619866279077,0.00248154089668158,"ART3",0.855985414490905,0.0339782259659872,"Up","Up","Concordant"
"Ppp1r9a",0.471823761081819,0.00328561659138464,"PPP1R9A",0.55219355792307,0.0450407265217124,"Up","Up","Concordant"
"Etnppl",-0.237851238306745,0.00383674448310979,"ETNPPL",3.17168473836637,1.36280441409346e-06,"Down","Up","Discordant"
"Sema3g",-0.326597538817487,0.00443890899846124,"SEMA3G",-0.608545192438649,0.0381973899900013,"Down","Down","Concordant"
"Slc7a2",0.367325388165634,0.00829706655180341,"SLC7A2",0.636756340479958,0.000138984593446649,"Up","Up","Concordant"
"Col1a1",-0.287600888575071,0.00868773736776039,"COL1A1",-2.33093047101344,4.86690219674216e-12,"Down","Down","Concordant"
"Tesk2",-0.241990213239283,0.0123461259736398,"TESK2",0.557185682094978,0.0115978183812389,"Down","Up","Discordant"
"Sirt2",-0.17276722564175,0.0330233426823106,"SIRT2",0.49228408389631,3.79133563366013e-05,"Down","Up","Discordant"
"Cc2d1a",-0.297645458100199,0.0354336807764659,"CC2D1A",-0.562858574324288,0.0353410107161407,"Down","Down","Concordant"
